drais007,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
floed010,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
heim0155,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
kagan019,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
kanot002,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
li000428,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
zillion,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
